"","""Dock System Inc.(DSI)""","Dock System Inc.(DSI)","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""DR. Talevas Consulting""","DR. Talevas Consulting","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Dreamhost""","Dreamhost","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""DSV Air & Sea Inc.""","DSV Air & Sea Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Durham Hino truck & Equipment""","Durham Hino truck & Equipment","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Dynamic Imaging Solutions Inc.""","Dynamic Imaging Solutions Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Dynevor Express (2010) LTD""","Dynevor Express (2010) LTD","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Environmental Toner Brokers""","Environmental Toner Brokers","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Esso Exress Pay""","Esso Exress Pay","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Event Solutions By Elegance Ltd.""","Event Solutions By Elegance Ltd.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Exp-Air Cargo""","Exp-Air Cargo","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Fed Ex""","Fed Ex","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Forbes Magazine""","Forbes Magazine","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""FreeComputerCheckup.ca""","FreeComputerCheckup.ca","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Fruit & Vegetable Dispute Resoluion Corp.""","Fruit & Vegetable Dispute Resoluion Corp.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Gerrity""","Gerrity","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Global Scales & Systems Inc.""","Global Scales & Systems Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Globalindustrial canada""","Globalindustrial canada","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Google.com""","Google.com","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Green Maples Environmental Inc""","Green Maples Environmental Inc","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Guelph Food Technology Centre""","Guelph Food Technology Centre","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Happy Pallets""","Happy Pallets","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Har*Harvard Business""","Har*Harvard Business","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Husky""","Husky","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Impak Packing System Inc""","Impak Packing System Inc","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Imperial Oil""","Imperial Oil","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Imperial Parking Corporation""","Imperial Parking Corporation","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Intact Insurance Company""","Intact Insurance Company","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Interweigh Systems Inc""","Interweigh Systems Inc","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""J.Melvin & Associates Ltd.""","J.Melvin & Associates Ltd.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Johnston Equipment""","Johnston Equipment","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Just for Lawns""","Just for Lawns","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Liftow Limited""","Liftow Limited","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Lucky Connections""","Lucky Connections","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Marathon Janitor Supplies""","Marathon Janitor Supplies","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""MD Truck Trailer & Repair""","MD Truck Trailer & Repair","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Mercedes Benz Canada Inc.""","Mercedes Benz Canada Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Ministry of Finance""","Ministry of Finance","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Mississauga Hino""","Mississauga Hino","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Mobile Electronic Service""","Mobile Electronic Service","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Mr.Rooter""","Mr.Rooter","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""National Auto Sales & Service""","National Auto Sales & Service","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""NESB Business Products Limited""","NESB Business Products Limited","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Netfirms""","Netfirms","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""New Veer Preet Service Centre Inc.""","New Veer Preet Service Centre Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""NSF International""","NSF International","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Online Marketing Gurus""","Online Marketing Gurus","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Ontario Ministry of Transportation""","Ontario Ministry of Transportation","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Ontario Produce Marketing Association""","Ontario Produce Marketing Association","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Orlando Corporation""","Orlando Corporation","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Penn Terminals""","Penn Terminals","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Penske""","Penske","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Perfect Pen & Stationary""","Perfect Pen & Stationary","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Petro-Canada""","Petro-Canada","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""poineer Petroleums""","poineer Petroleums","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Popular Tire Sales & Service""","Popular Tire Sales & Service","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""PreeTel Communications Inc.""","PreeTel Communications Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Price  Group Corp""","Price  Group Corp","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Prime Time Electric Inc""","Prime Time Electric Inc","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Princess  Auto""","Princess  Auto","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Print 1""","Print 1","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Ram Mobile Powerwash""","Ram Mobile Powerwash","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Rebel Packaging""","Rebel Packaging","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Reefer Sales & Service""","Reefer Sales & Service","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""ReFind Environment Inc""","ReFind Environment Inc","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Region of Peel""","Region of Peel","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Reliable Cleaning Systems""","Reliable Cleaning Systems","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""RG CA Professional Corporation""","RG CA Professional Corporation","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Riqtech Packaging and Machine Services""","Riqtech Packaging and Machine Services","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Robin Truck Wash""","Robin Truck Wash","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Rosewood Kitchens""","Rosewood Kitchens","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Roy Turk Industrial Sales Ltd""","Roy Turk Industrial Sales Ltd","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Ryder Lift Trucks""","Ryder Lift Trucks","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""S.V.S. Transportation""","S.V.S. Transportation","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Safelink Fire Protection Services""","Safelink Fire Protection Services","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Sai Global""","Sai Global","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Sensyst""","Sensyst","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Service Canada""","Service Canada","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Service Ontario""","Service Ontario","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Seven Eleven Employment Services Inc.""","Seven Eleven Employment Services Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Shell Canada""","Shell Canada","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Sign Source Solution Ltd.""","Sign Source Solution Ltd.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Singature Electric Ltd.""","Singature Electric Ltd.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Source Office Furnishings""","Source Office Furnishings","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""SRFax""","SRFax","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Staples Canada""","Staples Canada","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Star Van Systems Inc""","Star Van Systems Inc","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Summit Hosting""","Summit Hosting","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Sun Printing""","Sun Printing","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Swissport Cargo""","Swissport Cargo","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Tapped In Consulting Inc.""","Tapped In Consulting Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Target Park Group Inc""","Target Park Group Inc","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""TEDxWesternU""","TEDxWesternU","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Telus""","Telus","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Tennant""","Tennant","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Tesla Motors""","Tesla Motors","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""The Canadian Convention Centre""","The Canadian Convention Centre","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""The Toronto Wholesale Produce Association""","The Toronto Wholesale Produce Association","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Top Speed Auto""","Top Speed Auto","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Top Truck Tires & Front End Services Ltd.""","Top Truck Tires & Front End Services Ltd.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Towing Truck""","Towing Truck","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Track Office Furniture""","Track Office Furniture","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Traffix Logistics""","Traffix Logistics","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Uber""","Uber","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""ULine""","ULine","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Ultramar""","Ultramar","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Ultraperf Technologies Inc.""","Ultraperf Technologies Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""United Electric Ltd""","United Electric Ltd","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""United Rentals""","United Rentals","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Urban Power Washers""","Urban Power Washers","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Valvoline Express""","Valvoline Express","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Vancity Community Investment Bank""","Vancity Community Investment Bank","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Veer preet Service Centre""","Veer preet Service Centre","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Vic's Forklift Service Center""","Vic's Forklift Service Center","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""VRCOM Help""","VRCOM Help","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Waste Management""","Waste Management","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""WestRock Company of Cananda Inc.""","WestRock Company of Cananda Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Wheels International Inc.""","Wheels International Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Willson International Limited""","Willson International Limited","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Woodbine Chrysler""","Woodbine Chrysler","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""Workopolis""","Workopolis","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""YorkTowne Air Inc.""","YorkTowne Air Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
"","""YorkTowne Air Inc.""","YorkTowne Air Inc.","Services","Canada","","en","0","0","0","0","0","","","","","","0","","","2100 - CAD Accounts Payable  - ."
